,time,point,step,heightAboveGround,latitude,longitude,valid_time,metpy_crs,u10,v10,gribfile_projection,y,x,point_latitude,point_longitude,time_point
0,2021-08-01 00:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 00:00:00,Projection: lambert_conformal_conic,-2.5123138,-3.2555065,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 00:00:00 0
1,2021-08-01 01:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 01:00:00,Projection: lambert_conformal_conic,-0.84939194,-2.8394527,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 01:00:00 0
2,2021-08-01 02:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 02:00:00,Projection: lambert_conformal_conic,-0.20127869,-0.7393656,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 02:00:00 0
3,2021-08-01 03:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 03:00:00,Projection: lambert_conformal_conic,0.16654015,0.7368107,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 03:00:00 0
4,2021-08-01 04:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 04:00:00,Projection: lambert_conformal_conic,-0.6812868,-0.047810555,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 04:00:00 0
5,2021-08-01 05:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 05:00:00,Projection: lambert_conformal_conic,-1.1935663,0.3401451,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 05:00:00 0
6,2021-08-01 06:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 06:00:00,Projection: lambert_conformal_conic,1.1634369,0.7527466,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 06:00:00 0
7,2021-08-01 07:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 07:00:00,Projection: lambert_conformal_conic,0.19709015,0.701601,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 07:00:00 0
8,2021-08-01 08:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 08:00:00,Projection: lambert_conformal_conic,1.2726107,0.458807,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 08:00:00 0
9,2021-08-01 09:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 09:00:00,Projection: lambert_conformal_conic,-0.05500889,0.1982832,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 09:00:00 0
10,2021-08-01 10:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 10:00:00,Projection: lambert_conformal_conic,-0.9783745,0.4573574,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 10:00:00 0
11,2021-08-01 11:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 11:00:00,Projection: lambert_conformal_conic,-0.07085323,1.5319157,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 11:00:00 0
12,2021-08-01 12:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 12:00:00,Projection: lambert_conformal_conic,-0.14758968,1.442194,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 12:00:00 0
13,2021-08-01 13:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 13:00:00,Projection: lambert_conformal_conic,-0.06716347,0.5295067,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 13:00:00 0
14,2021-08-01 14:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 14:00:00,Projection: lambert_conformal_conic,0.8966999,-0.19377136,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 14:00:00 0
15,2021-08-01 15:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 15:00:00,Projection: lambert_conformal_conic,0.8724661,-0.43518925,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 15:00:00 0
16,2021-08-01 16:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 16:00:00,Projection: lambert_conformal_conic,1.6917791,-0.70625687,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 16:00:00 0
17,2021-08-01 17:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 17:00:00,Projection: lambert_conformal_conic,0.8069439,-1.2992115,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 17:00:00 0
18,2021-08-01 18:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 18:00:00,Projection: lambert_conformal_conic,-0.63061714,-0.9722662,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 18:00:00 0
19,2021-08-01 19:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 19:00:00,Projection: lambert_conformal_conic,-1.2124567,-0.13182259,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 19:00:00 0
20,2021-08-01 20:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 20:00:00,Projection: lambert_conformal_conic,-1.2148819,-1.0751181,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 20:00:00 0
21,2021-08-01 21:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 21:00:00,Projection: lambert_conformal_conic,-1.1349726,-1.1727524,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 21:00:00 0
22,2021-08-01 22:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 22:00:00,Projection: lambert_conformal_conic,-2.0628605,-0.97535896,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 22:00:00 0
23,2021-08-01 23:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2021-08-01 23:00:00,Projection: lambert_conformal_conic,-2.4444733,-0.82331276,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2021-08-01 23:00:00 0
24,2021-08-01 00:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 00:00:00,Projection: lambert_conformal_conic,0.73768616,-4.3805065,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 00:00:00 1
25,2021-08-01 01:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 01:00:00,Projection: lambert_conformal_conic,0.46310806,-3.0894527,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 01:00:00 1
26,2021-08-01 02:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 02:00:00,Projection: lambert_conformal_conic,2.4237213,-0.8018656,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 02:00:00 1
27,2021-08-01 03:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 03:00:00,Projection: lambert_conformal_conic,0.91654015,0.8618107,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 03:00:00 1
28,2021-08-01 04:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 04:00:00,Projection: lambert_conformal_conic,0.4437132,0.20218945,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 04:00:00 1
29,2021-08-01 05:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 05:00:00,Projection: lambert_conformal_conic,3.9314337,1.0901451,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 05:00:00 1
30,2021-08-01 06:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 06:00:00,Projection: lambert_conformal_conic,1.8509369,0.8152466,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 06:00:00 1
31,2021-08-01 07:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 07:00:00,Projection: lambert_conformal_conic,2.1345901,-1.360899,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 07:00:00 1
32,2021-08-01 08:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 08:00:00,Projection: lambert_conformal_conic,0.52261066,0.271307,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 08:00:00 1
33,2021-08-01 09:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 09:00:00,Projection: lambert_conformal_conic,1.5699911,-0.8642168,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 09:00:00 1
34,2021-08-01 10:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 10:00:00,Projection: lambert_conformal_conic,1.5841255,0.2698574,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 10:00:00 1
35,2021-08-01 11:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 11:00:00,Projection: lambert_conformal_conic,1.0541468,0.46941566,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 11:00:00 1
36,2021-08-01 12:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 12:00:00,Projection: lambert_conformal_conic,1.4149103,0.629694,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 12:00:00 1
37,2021-08-01 13:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 13:00:00,Projection: lambert_conformal_conic,1.6203365,0.15450668,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 13:00:00 1
38,2021-08-01 14:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 14:00:00,Projection: lambert_conformal_conic,1.4591999,0.18122864,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 14:00:00 1
39,2021-08-01 15:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 15:00:00,Projection: lambert_conformal_conic,-0.4400339,0.06481075,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 15:00:00 1
40,2021-08-01 16:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 16:00:00,Projection: lambert_conformal_conic,-0.37072086,0.043743134,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 16:00:00 1
41,2021-08-01 17:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 17:00:00,Projection: lambert_conformal_conic,-0.9430561,-0.8617115,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 17:00:00 1
42,2021-08-01 18:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 18:00:00,Projection: lambert_conformal_conic,-1.4431171,1.1527338,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 18:00:00 1
43,2021-08-01 19:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 19:00:00,Projection: lambert_conformal_conic,-1.4624567,1.6181774,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 19:00:00 1
44,2021-08-01 20:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 20:00:00,Projection: lambert_conformal_conic,-1.9023819,1.2373819,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 20:00:00 1
45,2021-08-01 21:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 21:00:00,Projection: lambert_conformal_conic,-2.8849726,0.07724762,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 21:00:00 1
46,2021-08-01 22:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 22:00:00,Projection: lambert_conformal_conic,-1.8753605,0.46214104,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 22:00:00 1
47,2021-08-01 23:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2021-08-01 23:00:00,Projection: lambert_conformal_conic,-0.94447327,-0.13581276,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2021-08-01 23:00:00 1
48,2021-08-01 00:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 00:00:00,Projection: lambert_conformal_conic,4.550186,-3.8805065,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 00:00:00 2
49,2021-08-01 01:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 01:00:00,Projection: lambert_conformal_conic,3.088108,-2.5269527,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 01:00:00 2
50,2021-08-01 02:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 02:00:00,Projection: lambert_conformal_conic,2.6737213,-1.3643656,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 02:00:00 2
51,2021-08-01 03:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 03:00:00,Projection: lambert_conformal_conic,3.6040401,-2.1381893,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 03:00:00 2
52,2021-08-01 04:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 04:00:00,Projection: lambert_conformal_conic,1.7562132,-0.48531055,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 04:00:00 2
53,2021-08-01 05:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 05:00:00,Projection: lambert_conformal_conic,3.4314337,-3.097355,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 05:00:00 2
54,2021-08-01 06:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 06:00:00,Projection: lambert_conformal_conic,1.7259369,-2.3097534,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 06:00:00 2
55,2021-08-01 07:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 07:00:00,Projection: lambert_conformal_conic,2.3845901,-1.235899,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 07:00:00 2
56,2021-08-01 08:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 08:00:00,Projection: lambert_conformal_conic,2.1476107,-1.103693,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 08:00:00 2
57,2021-08-01 09:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 09:00:00,Projection: lambert_conformal_conic,1.4449911,-1.1767168,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 09:00:00 2
58,2021-08-01 10:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 10:00:00,Projection: lambert_conformal_conic,1.2716255,-1.3551426,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 10:00:00 2
59,2021-08-01 11:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 11:00:00,Projection: lambert_conformal_conic,1.4291468,-0.78058434,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 11:00:00 2
60,2021-08-01 12:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 12:00:00,Projection: lambert_conformal_conic,0.039910316,-0.995306,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 12:00:00 2
61,2021-08-01 13:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 13:00:00,Projection: lambert_conformal_conic,0.80783653,-1.8454933,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 13:00:00 2
62,2021-08-01 14:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 14:00:00,Projection: lambert_conformal_conic,0.7091999,-1.1937714,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 14:00:00 2
63,2021-08-01 15:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 15:00:00,Projection: lambert_conformal_conic,0.5599661,-0.060189247,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 15:00:00 2
64,2021-08-01 16:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 16:00:00,Projection: lambert_conformal_conic,-1.5582209,0.41874313,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 16:00:00 2
65,2021-08-01 17:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 17:00:00,Projection: lambert_conformal_conic,-0.9430561,-0.1117115,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 17:00:00 2
66,2021-08-01 18:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 18:00:00,Projection: lambert_conformal_conic,-1.3806171,1.0902338,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 18:00:00 2
67,2021-08-01 19:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 19:00:00,Projection: lambert_conformal_conic,-2.3999567,1.2431774,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 19:00:00 2
68,2021-08-01 20:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 20:00:00,Projection: lambert_conformal_conic,-2.839882,0.23738194,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 20:00:00 2
69,2021-08-01 21:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 21:00:00,Projection: lambert_conformal_conic,-1.6974726,0.32724762,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 21:00:00 2
70,2021-08-01 22:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 22:00:00,Projection: lambert_conformal_conic,-1.5628605,0.46214104,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 22:00:00 2
71,2021-08-01 23:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2021-08-01 23:00:00,Projection: lambert_conformal_conic,-2.0069733,-0.88581276,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2021-08-01 23:00:00 2
72,2021-08-01 00:00:00,3,0 days,10.0,40.05612823116832,254.76854272660222,2021-08-01 00:00:00,Projection: lambert_conformal_conic,2.3626862,-1.7555065,,200693.8474433367,-657520.1425219311,40.070016,-105.220238,2021-08-01 00:00:00 3
73,2021-08-01 01:00:00,3,0 days,10.0,40.05612823116832,254.76854272660222,2021-08-01 01:00:00,Projection: lambert_conformal_conic,3.025608,-1.3394527,,200693.8474433367,-657520.1425219311,40.070016,-105.220238,2021-08-01 01:00:00 3
74,2021-08-01 02:00:00,3,0 days,10.0,40.05612823116832,254.76854272660222,2021-08-01 02:00:00,Projection: lambert_conformal_conic,1.4862213,2.1356344,,200693.8474433367,-657520.1425219311,40.070016,-105.220238,2021-08-01 02:00:00 3
75,2021-08-01 03:00:00,3,0 days,10.0,40.05612823116832,254.76854272660222,2021-08-01 03:00:00,Projection: lambert_conformal_conic,2.1040401,-0.5756893,,200693.8474433367,-657520.1425219311,40.070016,-105.220238,2021-08-01 03:00:00 3
76,2021-08-01 04:00:00,3,0 days,10.0,40.05612823116832,254.76854272660222,2021-08-01 04:00:00,Projection: lambert_conformal_conic,0.06871319,-2.4853106,,200693.8474433367,-657520.1425219311,40.070016,-105.220238,2021-08-01 04:00:00 3
