,hour,missing_site,actual,prediction
0,2023-08-02 06:00:00,Evergreen,19.0,35.754489898682
1,2023-08-02 06:00:00,Evergreen,19.0,36.958087921143
2,2023-08-02 06:00:00,Evergreen,19.0,35.754489898682
3,2023-08-02 06:00:00,Idaho Springs,49.0,37.035846710205
4,2023-08-02 06:00:00,Idaho Springs,49.0,
5,2023-08-02 06:00:00,Idaho Springs,49.0,37.035846710205
6,2023-08-02 06:00:00,Five Points,36.0,29.558938980103
7,2023-08-02 06:00:00,Five Points,36.0,35.706405639648
8,2023-08-02 06:00:00,Five Points,36.0,29.655448913574
9,2023-08-02 06:00:00,Welby,27.0,31.341941833496
10,2023-08-02 06:00:00,Welby,27.0,34.884136199951
11,2023-08-02 06:00:00,Welby,27.0,32.301475524902
12,2023-08-02 06:00:00,Highlands Ranch,42.0,32.268684387207
13,2023-08-02 06:00:00,Highlands Ranch,42.0,34.683929443359
14,2023-08-02 06:00:00,Highlands Ranch,42.0,32.115886688232
15,2023-08-02 06:00:00,Rocky Flats,53.0,36.015872955322
16,2023-08-02 06:00:00,Rocky Flats,53.0,34.699996948242
17,2023-08-02 06:00:00,Rocky Flats,53.0,35.136638641357
18,2023-08-02 06:00:00,Boulder,30.0,38.386737823486
19,2023-08-02 06:00:00,Boulder,30.0,
20,2023-08-02 06:00:00,Boulder,30.0,37.762287139893
21,2023-08-02 06:00:00,Chatfield Reservoir,37.0,37.21586227417
22,2023-08-02 06:00:00,Chatfield Reservoir,37.0,
23,2023-08-02 06:00:00,Chatfield Reservoir,37.0,35.211772918701
24,2023-08-02 06:00:00,Sunnyside,32.0,29.611497879028
25,2023-08-02 06:00:00,Sunnyside,32.0,33.6555519104
26,2023-08-02 06:00:00,Sunnyside,32.0,31.905923843384
27,2023-08-02 06:00:00,East Plains,39.0,33.83224105835
28,2023-08-02 06:00:00,East Plains,39.0,
29,2023-08-02 06:00:00,East Plains,39.0,33.83224105835
30,2023-08-02 06:00:00,South Table,46.0,34.978031158447
31,2023-08-02 06:00:00,South Table,46.0,34.54260635376
32,2023-08-02 06:00:00,South Table,46.0,33.013191223145
33,2023-08-02 07:00:00,Evergreen,18.0,35.10221862793
34,2023-08-02 07:00:00,Evergreen,18.0,34.92911529541
35,2023-08-02 07:00:00,Evergreen,18.0,35.10221862793
36,2023-08-02 07:00:00,Idaho Springs,50.0,36.672142028809
37,2023-08-02 07:00:00,Idaho Springs,50.0,
38,2023-08-02 07:00:00,Idaho Springs,50.0,36.672142028809
39,2023-08-02 07:00:00,Five Points,32.0,26.92218208313
40,2023-08-02 07:00:00,Five Points,32.0,32.921287536621
41,2023-08-02 07:00:00,Five Points,32.0,28.090076446533
42,2023-08-02 07:00:00,Welby,14.0,29.631029129028
43,2023-08-02 07:00:00,Welby,14.0,33.240154266357
44,2023-08-02 07:00:00,Welby,14.0,30.27477645874
45,2023-08-02 07:00:00,Highlands Ranch,38.0,30.627016067505
46,2023-08-02 07:00:00,Highlands Ranch,38.0,32.490779876709
47,2023-08-02 07:00:00,Highlands Ranch,38.0,30.901525497437
48,2023-08-02 07:00:00,Rocky Flats,53.0,34.520523071289
49,2023-08-02 07:00:00,Rocky Flats,53.0,32.223339080811
50,2023-08-02 07:00:00,Rocky Flats,53.0,34.541091918945
51,2023-08-02 07:00:00,Boulder,27.0,38.082107543945
52,2023-08-02 07:00:00,Boulder,27.0,
53,2023-08-02 07:00:00,Boulder,27.0,37.428730010986
54,2023-08-02 07:00:00,Chatfield Reservoir,32.0,35.942314147949
55,2023-08-02 07:00:00,Chatfield Reservoir,32.0,
56,2023-08-02 07:00:00,Chatfield Reservoir,32.0,33.840984344482
57,2023-08-02 07:00:00,Sunnyside,23.0,27.864633560181
