,hour,missing_site,actual,prediction
0,2023-08-02 06:00:00,Evergreen,19.0,35.754489898682
1,2023-08-02 06:00:00,Evergreen,19.0,36.916175842285
2,2023-08-02 06:00:00,Evergreen,19.0,35.754489898682
3,2023-08-02 06:00:00,Idaho Springs,49.0,37.035846710205
4,2023-08-02 06:00:00,Idaho Springs,49.0,
5,2023-08-02 06:00:00,Idaho Springs,49.0,37.035846710205
6,2023-08-02 06:00:00,Five Points,36.0,28.794261932373
7,2023-08-02 06:00:00,Five Points,36.0,35.728687286377
8,2023-08-02 06:00:00,Five Points,36.0,29.655448913574
9,2023-08-02 06:00:00,Welby,27.0,30.60181427002
10,2023-08-02 06:00:00,Welby,27.0,35.04175567627
11,2023-08-02 06:00:00,Welby,27.0,32.301475524902
12,2023-08-02 06:00:00,Highlands Ranch,42.0,31.997304916382
13,2023-08-02 06:00:00,Highlands Ranch,42.0,34.234237670898
14,2023-08-02 06:00:00,Highlands Ranch,42.0,32.115886688232
15,2023-08-02 06:00:00,Rocky Flats,53.0,37.246894836426
16,2023-08-02 06:00:00,Rocky Flats,53.0,35.085056304932
17,2023-08-02 06:00:00,Rocky Flats,53.0,35.136638641357
18,2023-08-02 06:00:00,Boulder,30.0,38.410068511963
19,2023-08-02 06:00:00,Boulder,30.0,
20,2023-08-02 06:00:00,Boulder,30.0,37.762287139893
21,2023-08-02 06:00:00,Chatfield Reservoir,37.0,37.378406524658
22,2023-08-02 06:00:00,Chatfield Reservoir,37.0,
23,2023-08-02 06:00:00,Chatfield Reservoir,37.0,35.211772918701
24,2023-08-02 06:00:00,Sunnyside,32.0,27.915979385376
25,2023-08-02 06:00:00,Sunnyside,32.0,32.645347595215
26,2023-08-02 06:00:00,Sunnyside,32.0,31.905923843384
27,2023-08-02 06:00:00,East Plains,39.0,33.83224105835
28,2023-08-02 06:00:00,East Plains,39.0,
29,2023-08-02 06:00:00,East Plains,39.0,33.83224105835
30,2023-08-02 06:00:00,South Table,46.0,34.969898223877
31,2023-08-02 06:00:00,South Table,46.0,34.422145843506
32,2023-08-02 06:00:00,South Table,46.0,33.013191223145
33,2023-08-02 07:00:00,Evergreen,18.0,35.10221862793
34,2023-08-02 07:00:00,Evergreen,18.0,36.285949707031
35,2023-08-02 07:00:00,Evergreen,18.0,35.10221862793
36,2023-08-02 07:00:00,Idaho Springs,50.0,36.672142028809
37,2023-08-02 07:00:00,Idaho Springs,50.0,
38,2023-08-02 07:00:00,Idaho Springs,50.0,36.672142028809
39,2023-08-02 07:00:00,Five Points,32.0,27.815124511719
40,2023-08-02 07:00:00,Five Points,32.0,35.183284759521
41,2023-08-02 07:00:00,Five Points,32.0,28.090076446533
42,2023-08-02 07:00:00,Welby,14.0,29.058778762817
43,2023-08-02 07:00:00,Welby,14.0,34.177074432373
44,2023-08-02 07:00:00,Welby,14.0,30.27477645874
45,2023-08-02 07:00:00,Highlands Ranch,38.0,30.528057098389
46,2023-08-02 07:00:00,Highlands Ranch,38.0,33.433574676514
47,2023-08-02 07:00:00,Highlands Ranch,38.0,30.901525497437
