,hour,missing_site,actual,prediction
0,2023-08-02 06:00:00,Evergreen,19.0,35.754489898682
1,2023-08-02 06:00:00,Evergreen,19.0,35.251728057861
2,2023-08-02 06:00:00,Evergreen,19.0,35.754489898682
3,2023-08-02 06:00:00,Idaho Springs,49.0,37.035846710205
4,2023-08-02 06:00:00,Idaho Springs,49.0,
5,2023-08-02 06:00:00,Idaho Springs,49.0,37.035846710205
6,2023-08-02 06:00:00,Five Points,36.0,30.938209533691
7,2023-08-02 06:00:00,Five Points,36.0,34.953754425049
8,2023-08-02 06:00:00,Five Points,36.0,29.655448913574
9,2023-08-02 06:00:00,Welby,27.0,33.088428497314
10,2023-08-02 06:00:00,Welby,27.0,34.417789459229
11,2023-08-02 06:00:00,Welby,27.0,32.301475524902
12,2023-08-02 06:00:00,Highlands Ranch,42.0,30.979837417603
13,2023-08-02 06:00:00,Highlands Ranch,42.0,34.309028625488
14,2023-08-02 06:00:00,Highlands Ranch,42.0,32.115886688232
15,2023-08-02 06:00:00,Rocky Flats,53.0,36.36047744751
16,2023-08-02 06:00:00,Rocky Flats,53.0,34.124759674072
17,2023-08-02 06:00:00,Rocky Flats,53.0,35.136638641357
18,2023-08-02 06:00:00,Boulder,30.0,38.171295166016
19,2023-08-02 06:00:00,Boulder,30.0,
20,2023-08-02 06:00:00,Boulder,30.0,37.762287139893
21,2023-08-02 06:00:00,Chatfield Reservoir,37.0,35.398876190186
22,2023-08-02 06:00:00,Chatfield Reservoir,37.0,
23,2023-08-02 06:00:00,Chatfield Reservoir,37.0,35.211772918701
24,2023-08-02 06:00:00,Sunnyside,32.0,30.819566726685
25,2023-08-02 06:00:00,Sunnyside,32.0,33.092880249023
26,2023-08-02 06:00:00,Sunnyside,32.0,31.905923843384
27,2023-08-02 06:00:00,East Plains,39.0,33.83224105835
28,2023-08-02 06:00:00,East Plains,39.0,
29,2023-08-02 06:00:00,East Plains,39.0,33.83224105835
30,2023-08-02 06:00:00,South Table,46.0,35.138439178467
31,2023-08-02 06:00:00,South Table,46.0,33.564361572266
32,2023-08-02 06:00:00,South Table,46.0,33.013191223145
33,2023-08-02 07:00:00,Evergreen,18.0,35.10221862793
34,2023-08-02 07:00:00,Evergreen,18.0,34.073696136475
35,2023-08-02 07:00:00,Evergreen,18.0,35.10221862793
36,2023-08-02 07:00:00,Idaho Springs,50.0,36.672142028809
37,2023-08-02 07:00:00,Idaho Springs,50.0,
