,hour,missing_site,actual,prediction
0,2023-08-02 06:00:00,Evergreen,19.0,35.754489898682
1,2023-08-02 06:00:00,Evergreen,19.0,36.258003234863
2,2023-08-02 06:00:00,Evergreen,19.0,35.754489898682
3,2023-08-02 06:00:00,Idaho Springs,49.0,37.035846710205
4,2023-08-02 06:00:00,Idaho Springs,49.0,
5,2023-08-02 06:00:00,Idaho Springs,49.0,37.035846710205
6,2023-08-02 06:00:00,Five Points,36.0,29.610479354858
7,2023-08-02 06:00:00,Five Points,36.0,35.361129760742
8,2023-08-02 06:00:00,Five Points,36.0,29.655448913574
9,2023-08-02 06:00:00,Welby,27.0,31.997255325317
10,2023-08-02 06:00:00,Welby,27.0,35.038997650146
11,2023-08-02 06:00:00,Welby,27.0,32.301475524902
12,2023-08-02 06:00:00,Highlands Ranch,42.0,32.087718963623
13,2023-08-02 06:00:00,Highlands Ranch,42.0,34.029766082764
14,2023-08-02 06:00:00,Highlands Ranch,42.0,32.115886688232
15,2023-08-02 06:00:00,Rocky Flats,53.0,35.93310546875
16,2023-08-02 06:00:00,Rocky Flats,53.0,34.604244232178
17,2023-08-02 06:00:00,Rocky Flats,53.0,35.136638641357
18,2023-08-02 06:00:00,Boulder,30.0,37.763580322266
19,2023-08-02 06:00:00,Boulder,30.0,
20,2023-08-02 06:00:00,Boulder,30.0,37.762287139893
21,2023-08-02 06:00:00,Chatfield Reservoir,37.0,37.577518463135
22,2023-08-02 06:00:00,Chatfield Reservoir,37.0,
23,2023-08-02 06:00:00,Chatfield Reservoir,37.0,35.211772918701
24,2023-08-02 06:00:00,Sunnyside,32.0,29.282293319702
25,2023-08-02 06:00:00,Sunnyside,32.0,33.069061279297
26,2023-08-02 06:00:00,Sunnyside,32.0,31.905923843384
27,2023-08-02 06:00:00,East Plains,39.0,33.83224105835
28,2023-08-02 06:00:00,East Plains,39.0,
29,2023-08-02 06:00:00,East Plains,39.0,33.83224105835
30,2023-08-02 06:00:00,South Table,46.0,34.551849365234
31,2023-08-02 06:00:00,South Table,46.0,34.207836151123
32,2023-08-02 06:00:00,South Table,46.0,33.013191223145
33,2023-08-02 07:00:00,Evergreen,18.0,35.10221862793
34,2023-08-02 07:00:00,Evergreen,18.0,34.411014556885
35,2023-08-02 07:00:00,Evergreen,18.0,35.10221862793
36,2023-08-02 07:00:00,Idaho Springs,50.0,36.672142028809
37,2023-08-02 07:00:00,Idaho Springs,50.0,
38,2023-08-02 07:00:00,Idaho Springs,50.0,36.672142028809
39,2023-08-02 07:00:00,Five Points,32.0,27.092065811157
40,2023-08-02 07:00:00,Five Points,32.0,33.106468200684
41,2023-08-02 07:00:00,Five Points,32.0,28.090076446533
42,2023-08-02 07:00:00,Welby,14.0,30.059595108032
43,2023-08-02 07:00:00,Welby,14.0,33.585983276367
44,2023-08-02 07:00:00,Welby,14.0,30.27477645874
45,2023-08-02 07:00:00,Highlands Ranch,38.0,30.315612792969
46,2023-08-02 07:00:00,Highlands Ranch,38.0,32.367671966553
47,2023-08-02 07:00:00,Highlands Ranch,38.0,30.901525497437
48,2023-08-02 07:00:00,Rocky Flats,53.0,35.05553817749
49,2023-08-02 07:00:00,Rocky Flats,53.0,32.872730255127
50,2023-08-02 07:00:00,Rocky Flats,53.0,34.541091918945
51,2023-08-02 07:00:00,Boulder,27.0,37.309539794922
52,2023-08-02 07:00:00,Boulder,27.0,
53,2023-08-02 07:00:00,Boulder,27.0,37.428730010986
54,2023-08-02 07:00:00,Chatfield Reservoir,32.0,36.081165313721
55,2023-08-02 07:00:00,Chatfield Reservoir,32.0,
56,2023-08-02 07:00:00,Chatfield Reservoir,32.0,33.840984344482
57,2023-08-02 07:00:00,Sunnyside,23.0,27.504671096802
58,2023-08-02 07:00:00,Sunnyside,23.0,31.74464225769
59,2023-08-02 07:00:00,Sunnyside,23.0,30.065679550171
60,2023-08-02 07:00:00,East Plains,41.0,31.46474647522
61,2023-08-02 07:00:00,East Plains,41.0,
62,2023-08-02 07:00:00,East Plains,41.0,31.46474647522
63,2023-08-02 07:00:00,South Table,39.0,33.220241546631
64,2023-08-02 07:00:00,South Table,39.0,32.558380126953
65,2023-08-02 07:00:00,South Table,39.0,31.901853561401
66,2023-08-02 08:00:00,Evergreen,18.0,34.849704742432
67,2023-08-02 08:00:00,Evergreen,18.0,33.195976257324
68,2023-08-02 08:00:00,Evergreen,18.0,34.849704742432
69,2023-08-02 08:00:00,Idaho Springs,51.0,37.143444061279
70,2023-08-02 08:00:00,Idaho Springs,51.0,
71,2023-08-02 08:00:00,Idaho Springs,51.0,37.143444061279
72,2023-08-02 08:00:00,Five Points,30.0,25.031198501587
73,2023-08-02 08:00:00,Five Points,30.0,31.587211608887
74,2023-08-02 08:00:00,Five Points,30.0,26.555250167847
75,2023-08-02 08:00:00,Welby,13.0,28.704435348511
76,2023-08-02 08:00:00,Welby,13.0,32.621700286865
77,2023-08-02 08:00:00,Welby,13.0,28.988498687744
78,2023-08-02 08:00:00,Highlands Ranch,35.0,29.326650619507
79,2023-08-02 08:00:00,Highlands Ranch,35.0,31.199279785156
80,2023-08-02 08:00:00,Highlands Ranch,35.0,29.928009033203
81,2023-08-02 08:00:00,Rocky Flats,55.0,33.911022186279
82,2023-08-02 08:00:00,Rocky Flats,55.0,31.618913650513
83,2023-08-02 08:00:00,Rocky Flats,55.0,33.567638397217
84,2023-08-02 08:00:00,Boulder,27.0,36.175983428955
85,2023-08-02 08:00:00,Boulder,27.0,
86,2023-08-02 08:00:00,Boulder,27.0,36.346981048584
87,2023-08-02 08:00:00,Chatfield Reservoir,30.0,34.898918151855
88,2023-08-02 08:00:00,Chatfield Reservoir,30.0,
89,2023-08-02 08:00:00,Chatfield Reservoir,30.0,32.672924041748
90,2023-08-02 08:00:00,Sunnyside,21.0,25.649307250977
91,2023-08-02 08:00:00,Sunnyside,21.0,30.406988143921
92,2023-08-02 08:00:00,Sunnyside,21.0,28.895412445068
93,2023-08-02 08:00:00,East Plains,37.0,33.065422058105
94,2023-08-02 08:00:00,East Plains,37.0,
95,2023-08-02 08:00:00,East Plains,37.0,33.065422058105
96,2023-08-02 08:00:00,South Table,44.0,31.872884750366
97,2023-08-02 08:00:00,South Table,44.0,31.526340484619
98,2023-08-02 08:00:00,South Table,44.0,30.713516235352
99,2023-08-02 09:00:00,Evergreen,18.0,34.054756164551
100,2023-08-02 09:00:00,Evergreen,18.0,31.849903106689
101,2023-08-02 09:00:00,Evergreen,18.0,34.054756164551
102,2023-08-02 09:00:00,Idaho Springs,53.0,36.586235046387
103,2023-08-02 09:00:00,Idaho Springs,53.0,
104,2023-08-02 09:00:00,Idaho Springs,53.0,36.586235046387
105,2023-08-02 09:00:00,Five Points,32.0,22.267751693726
106,2023-08-02 09:00:00,Five Points,32.0,29.737180709839
107,2023-08-02 09:00:00,Five Points,32.0,24.125032424927
108,2023-08-02 09:00:00,Welby,13.0,26.184339523315
109,2023-08-02 09:00:00,Welby,13.0,31.049537658691
110,2023-08-02 09:00:00,Welby,13.0,26.970571517944
111,2023-08-02 09:00:00,Highlands Ranch,37.0,27.892824172974
112,2023-08-02 09:00:00,Highlands Ranch,37.0,29.640426635742
113,2023-08-02 09:00:00,Highlands Ranch,37.0,27.96132850647
114,2023-08-02 09:00:00,Rocky Flats,62.0,33.820343017578
115,2023-08-02 09:00:00,Rocky Flats,62.0,29.88903427124
116,2023-08-02 09:00:00,Rocky Flats,62.0,33.378513336182
117,2023-08-02 09:00:00,Boulder,26.0,36.615371704102
118,2023-08-02 09:00:00,Boulder,26.0,
