,hour,missing_site,actual,prediction
0,2023-08-02 06:00:00,Evergreen,19.0,35.754489898682
1,2023-08-02 06:00:00,Evergreen,19.0,39.566459655762
2,2023-08-02 06:00:00,Evergreen,19.0,35.754489898682
3,2023-08-02 06:00:00,Idaho Springs,49.0,37.035846710205
4,2023-08-02 06:00:00,Idaho Springs,49.0,
5,2023-08-02 06:00:00,Idaho Springs,49.0,37.035846710205
6,2023-08-02 06:00:00,Five Points,36.0,28.882843017578
7,2023-08-02 06:00:00,Five Points,36.0,36.599868774414
8,2023-08-02 06:00:00,Five Points,36.0,29.655448913574
9,2023-08-02 06:00:00,Welby,27.0,32.65739440918
10,2023-08-02 06:00:00,Welby,27.0,37.84591293335
11,2023-08-02 06:00:00,Welby,27.0,32.301475524902
12,2023-08-02 06:00:00,Highlands Ranch,42.0,32.371955871582
13,2023-08-02 06:00:00,Highlands Ranch,42.0,36.837821960449
14,2023-08-02 06:00:00,Highlands Ranch,42.0,32.115886688232
15,2023-08-02 06:00:00,Rocky Flats,53.0,36.772277832031
16,2023-08-02 06:00:00,Rocky Flats,53.0,36.111209869385
17,2023-08-02 06:00:00,Rocky Flats,53.0,35.136638641357
18,2023-08-02 06:00:00,Boulder,30.0,39.599388122559
19,2023-08-02 06:00:00,Boulder,30.0,
20,2023-08-02 06:00:00,Boulder,30.0,37.762287139893
21,2023-08-02 06:00:00,Chatfield Reservoir,37.0,37.004180908203
22,2023-08-02 06:00:00,Chatfield Reservoir,37.0,
23,2023-08-02 06:00:00,Chatfield Reservoir,37.0,35.211772918701
24,2023-08-02 06:00:00,Sunnyside,32.0,30.295701980591
25,2023-08-02 06:00:00,Sunnyside,32.0,36.346355438232
26,2023-08-02 06:00:00,Sunnyside,32.0,31.905923843384
27,2023-08-02 06:00:00,East Plains,39.0,33.83224105835
28,2023-08-02 06:00:00,East Plains,39.0,
29,2023-08-02 06:00:00,East Plains,39.0,33.83224105835
30,2023-08-02 06:00:00,South Table,46.0,36.158363342285
31,2023-08-02 06:00:00,South Table,46.0,36.467792510986
32,2023-08-02 06:00:00,South Table,46.0,33.013191223145
33,2023-08-02 07:00:00,Evergreen,18.0,35.10221862793
34,2023-08-02 07:00:00,Evergreen,18.0,38.462345123291
35,2023-08-02 07:00:00,Evergreen,18.0,35.10221862793
36,2023-08-02 07:00:00,Idaho Springs,50.0,36.672142028809
37,2023-08-02 07:00:00,Idaho Springs,50.0,
38,2023-08-02 07:00:00,Idaho Springs,50.0,36.672142028809
39,2023-08-02 07:00:00,Five Points,32.0,27.20156288147
40,2023-08-02 07:00:00,Five Points,32.0,35.325881958008
41,2023-08-02 07:00:00,Five Points,32.0,28.090076446533
42,2023-08-02 07:00:00,Welby,14.0,31.076694488525
43,2023-08-02 07:00:00,Welby,14.0,36.790954589844
44,2023-08-02 07:00:00,Welby,14.0,30.27477645874
45,2023-08-02 07:00:00,Highlands Ranch,38.0,30.810642242432
